50	5	0	50
50	5	0.5	46.6516
50	5	1	43.5275
50	5	1.5	40.6126
50	5	2	37.8929
50	5	2.5	35.3553
50	5	3	32.9877
50	5	3.5	30.7786
50	5	4	28.7175
50	5	4.5	26.7943
50	5	5	25
50	5	5.5	23.3258
50	5	6	21.7638
50	5	6.5	20.3063
50	5	7	18.9465
50	5	7.5	17.6777
50	5	8	16.4938
50	5	8.5	15.3893
50	5	9	14.3587
50	5	9.5	13.3972
50	5	10	12.5
50	5	10.5	11.6629
50	5	11	10.8819
50	5	11.5	10.1532
50	5	12	9.47323
50	5	12.5	8.83883
50	5	13	8.24692
50	5	13.5	7.69465
50	5	14	7.17936
50	5	14.5	6.69858
50	5	15	6.25
50	5	15.5	5.83146
50	5	16	5.44094
50	5	16.5	5.07658
50	5	17	4.73661
50	5	17.5	4.41942
50	5	18	4.12346
50	5	18.5	3.84733
50	5	19	3.58968
50	5	19.5	3.34929
50	5	20	3.125
50	5	20.5	2.91573
50	5	21	2.72047
50	5	21.5	2.53829
50	5	22	2.36831
50	5	22.5	2.20971
50	5	23	2.06173
50	5	23.5	1.92366
50	5	24	1.79484
50	5	24.5	1.67465
50	5	25	1.5625
50	5	25.5	1.45786
50	5	26	1.36024
50	5	26.5	1.26914
50	5	27	1.18415
50	5	27.5	1.10485
50	5	28	1.03087
50	5	28.5	0.961832
50	5	29	0.897421
50	5	29.5	0.837323
50	5	30	0.78125
50	5	30.5	0.728932
50	5	31	0.680118
50	5	31.5	0.634572
50	5	32	0.592077
50	5	32.5	0.552427
50	5	33	0.515433
50	5	33.5	0.480916
50	5	34	0.44871
50	5	34.5	0.418662
50	5	35	0.390625
50	5	35.5	0.364466
50	5	36	0.340059
50	5	36.5	0.317286
50	5	37	0.296038
50	5	37.5	0.276214
50	5	38	0.257716
50	5	38.5	0.240458
50	5	39	0.224355
50	5	39.5	0.209331
50	5	40	0.195312
50	5	40.5	0.182233
50	5	41	0.170029
50	5	41.5	0.158643
50	5	42	0.148019
50	5	42.5	0.138107
50	5	43	0.128858
50	5	43.5	0.120229
50	5	44	0.112178
50	5	44.5	0.104665
50	5	45	0.0976562
50	5	45.5	0.0911165
50	5	46	0.0850147
50	5	46.5	0.0793215
50	5	47	0.0740096
50	5	47.5	0.0690534
50	5	48	0.0644291
50	5	48.5	0.0601145
50	5	49	0.0560888
50	5	49.5	0.0523327
50	5	50	0.0488281
50	5	50.5	0.0455583
50	5	51	0.0425074
50	5	51.5	0.0396608
50	5	52	0.0370048
50	5	52.5	0.0345267
50	5	53	0.0322145
50	5	53.5	0.0300572
50	5	54	0.0280444
50	5	54.5	0.0261663
50	5	55	0.0244141
50	5	55.5	0.0227791
50	5	56	0.0212537
50	5	56.5	0.0198304
50	5	57	0.0185024
50	5	57.5	0.0172633
50	5	58	0.0161073
50	5	58.5	0.0150286
50	5	59	0.0140222
50	5	59.5	0.0130832
50	5	60	0.012207
50	5	60.5	0.0113896
50	5	61	0.0106268
50	5	61.5	0.00991519
50	5	62	0.0092512
50	5	62.5	0.00863167
50	5	63	0.00805364
50	5	63.5	0.00751431
50	5	64	0.0070111
50	5	64.5	0.00654159
50	5	65	0.00610352
50	5	65.5	0.00569478
50	5	66	0.00531342
50	5	66.5	0.0049576
50	5	67	0.0046256
50	5	67.5	0.00431584
50	5	68	0.00402682
50	5	68.5	0.00375715
50	5	69	0.00350555
50	5	69.5	0.00327079
50	5	70	0.00305176
50	5	70.5	0.00284739
50	5	71	0.00265671
50	5	71.5	0.0024788
50	5	72	0.0023128
50	5	72.5	0.00215792
50	5	73	0.00201341
50	5	73.5	0.00187858
50	5	74	0.00175277
50	5	74.5	0.0016354
50	5	75	0.00152588
50	5	75.5	0.0014237
50	5	76	0.00132835
50	5	76.5	0.0012394
50	5	77	0.0011564
50	5	77.5	0.00107896
50	5	78	0.0010067
50	5	78.5	0.000939289
50	5	79	0.000876387
50	5	79.5	0.000817698
50	5	80	0.000762939
50	5	80.5	0.000711848
50	5	81	0.000664177
50	5	81.5	0.000619699
50	5	82	0.0005782
50	5	82.5	0.00053948
50	5	83	0.000503352
50	5	83.5	0.000469644
50	5	84	0.000438194
50	5	84.5	0.000408849
50	5	85	0.00038147
50	5	85.5	0.000355924
50	5	86	0.000332089
50	5	86.5	0.00030985
50	5	87	0.0002891
50	5	87.5	0.00026974
50	5	88	0.000251676
50	5	88.5	0.000234822
50	5	89	0.000219097
50	5	89.5	0.000204425
50	5	90	0.000190735
50	5	90.5	0.000177962
50	5	91	0.000166044
50	5	91.5	0.000154925
50	5	92	0.00014455
50	5	92.5	0.00013487
50	5	93	0.000125838
50	5	93.5	0.000117411
50	5	94	0.000109548
50	5	94.5	0.000102212
50	5	95	9.53674e-05
50	5	95.5	8.8981e-05
50	5	96	8.30222e-05
50	5	96.5	7.74624e-05
50	5	97	7.2275e-05
50	5	97.5	6.7435e-05
50	5	98	6.2919e-05
50	5	98.5	5.87055e-05
50	5	99	5.47742e-05
50	5	99.5	5.11061e-05
